YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,WD10M
1995,2,4,28.13,21.57,24.09,91.38,6.07,2.62,1.57,33.25
1995,2,5,28.56,21.44,24.37,88.19,5.78,3.16,1.52,32.44
1995,2,6,29.08,21.65,24.37,87.62,4.33,3.23,1.44,29.94
1995,2,7,29.87,20.57,24.33,85.56,0.06,3.19,1.35,35.25
1995,2,8,30.41,20.26,24.78,83.94,0.01,2.32,1.27,42.56
1995,2,9,30.31,20.49,24.89,86.06,3.52,2.13,1.32,38.5
1995,2,10,31.01,20.93,25.08,84.88,0.23,2.64,1.55,44.12
1995,2,11,31.43,21.47,25.69,85.06,0.51,2.12,1.4,44.25
1995,2,12,30.89,21.9,25.84,85.25,1.61,2.55,1.02,39.69
1995,2,13,30.31,22.26,25.78,87.44,1.67,1.99,0.3,54
1995,2,14,30.78,22.48,26.26,86.12,4.21,1.88,0.09,159.81
1995,2,15,31.46,22.48,26.22,85.5,2.85,1.66,0.39,57.69
1995,2,16,30.23,22.68,25.86,87.88,1.28,1.95,0.98,47
1995,2,17,29.04,22.44,25.23,90.12,5.06,2.12,1.05,44.62
1995,2,18,30.08,21.51,25.64,84.31,0.88,2.1,0.79,39.5
1995,2,19,30.94,21.98,26.28,81.69,0.67,1.96,0.59,27.06
1995,2,20,29.9,22.02,25.53,86.5,0.81,2.12,0.92,43.25
1995,2,21,30.21,22.29,25.67,87.81,7.17,1.46,0.87,50.19
1995,2,22,29.24,22.6,25.23,89.38,3.87,2.11,1.06,43.12
1995,2,23,30.07,22.01,25.37,88.25,6.67,2.31,1.16,44
1995,2,24,29.33,22.57,25.31,90.12,5.66,2.25,1.16,47.38
1995,2,25,29.21,22.39,25.21,89.69,5.62,1.84,0.78,68.06
1995,2,26,28.77,22.41,24.87,90.12,17.35,2.02,1.02,47.62
1995,2,27,30.93,22.44,25.86,88.19,2.94,1.67,1.05,49.31
1995,2,28,31.14,22.63,26.15,87.38,7.39,2.43,1.02,44.38
1995,3,1,30.76,22.09,25.62,86.81,1.82,2.06,0.92,37.62
1995,3,2,31.61,21.72,26.48,82.56,0.67,1.53,0.16,180.38
1995,3,3,31.65,23.62,27.08,81.69,0.27,1.13,0.11,251.81
1995,3,4,31.18,22.81,26.35,86.38,3.77,1.41,0.47,89.88
1995,3,5,30.95,23.08,25.76,85.69,10.75,1.52,0.62,70.69
1995,3,6,30.27,21.78,25.3,88.06,1.48,1.85,1.11,51.25
1995,3,7,31.95,21.82,26.19,83.5,0.41,2.2,1.09,51.94
1995,3,8,30.44,21.02,25.15,83.31,0.05,2.48,1.27,50.06
1995,3,9,32.18,21.14,25.95,81.56,0.06,2.17,0.22,44
1995,3,10,32.83,21.19,26.4,81.12,0.02,1.7,0.52,62.06
1995,3,11,32.47,22.36,26.58,84.69,1.2,2.37,0.24,101.06
1995,3,12,29.97,22.94,26.01,86,2.36,1.49,0.73,147.12
1995,3,13,31.9,21.15,26.12,81.81,3.58,1.52,0.85,105.06
1995,3,14,31.83,20.97,25.78,81.56,1.06,2.2,0.58,86.88
1995,3,15,32.28,21.32,26.29,82.38,0.16,1.99,0.85,44.44
1995,3,16,31.58,22.48,26.58,83.94,14.72,1.63,0.72,36.69
1995,3,17,35.57,22.89,28.07,80.12,12.67,1.25,0.22,79.12
1995,3,18,30.87,23.71,26.79,87.62,38.84,1.45,0.85,50.38
1995,3,19,31.08,22.76,26.01,84.56,6.94,2.79,1.3,41.75
1995,3,20,30.86,22.55,26.08,86.56,4.97,2.34,1.23,38.75
1995,3,21,31.97,23.06,26.91,84.81,1.05,2.11,0.16,96.25
1995,3,22,28.69,23.81,26.02,87.44,5.35,1.35,0.39,202.94
1995,3,23,32.48,22.91,27.32,82.5,1.55,1.28,0.7,120.69
1995,3,24,31.32,24.46,27.34,84.88,0.19,1.4,0.82,112.38
1995,3,25,31.86,23.8,27.16,86.44,11.81,1.23,0.64,114.56
1995,3,26,33.47,24.46,27.04,87.94,7.52,1.19,0.21,172.31
1995,3,27,31.04,23.87,26.4,87.81,2.94,2.02,0.59,53.75
1995,3,28,32.96,22.69,27.39,83.25,0.19,1.19,0.29,104.31
1995,3,29,32.25,23.78,27.2,86.38,0.96,1.53,0.23,116.62
1995,3,30,28.38,24.67,26.33,90.12,1.62,1.56,0.27,250.06
1995,3,31,30.49,23.8,26.86,87.75,11.61,1.2,0.3,259.44
1995,4,1,31.41,24.4,27.27,85.69,7.12,1.37,0.8,286.69
1995,4,2,32.4,23.54,27.64,81.44,1.07,1.24,0.24,129.94
1995,4,3,32.93,23.15,27.49,82.88,3.07,1.8,0.89,41.12
1995,4,4,31.84,22.76,26.5,85.81,5.58,1.79,0.85,44.62
1995,4,5,31.26,23.48,26.69,85.88,1.55,1.91,0.88,35.56
1995,4,6,28.38,23.55,25.58,90.88,4.27,1.88,0.95,29.38
1995,4,7,32,22.94,26.92,81.31,2.62,1.39,0.24,161.56
1995,4,8,33.42,22.71,27.88,74.81,1.57,1.48,0.3,124.06
1995,4,9,32.45,22.28,26.9,83.62,2.16,1.64,0.9,43.5
1995,4,10,31.48,23.37,26.8,87.38,21.04,1.71,0.55,74.06
1995,4,11,31.33,24.18,27.15,86.69,10.76,1.2,0.74,70.56
1995,4,12,31.49,24.15,26.87,87.31,26.68,1.49,0.66,115.56
1995,4,13,32.9,23.38,27.73,81.62,2.97,1.28,0.54,207.25
1995,4,14,30.44,24.69,26.79,88.5,9.82,1.59,0.59,69.12
1995,4,15,29.76,24.43,26.75,90,1.74,1.3,0.31,153.25
1995,4,16,28.35,23.96,25.99,92.5,1.35,1.59,0.12,200.38
1995,4,17,33.03,23.21,28.01,79.69,1.14,1.22,0.45,114.19
1995,4,18,32.68,23.63,27.83,83,3.79,1.17,0.06,107.19
1995,4,19,33.6,24.06,28.01,85,8.3,1.19,0.2,82.44
1995,4,20,33.61,24.21,27.79,86.19,25,1.05,0.28,92.94
1995,4,21,29.42,24.53,26.26,91.06,16.94,1.87,0.56,84.56
1995,4,22,33.32,23.84,27.73,84.56,3.09,1.2,0.41,159.19
1995,4,23,32.44,24.34,27.83,84.06,1.12,1.23,0.12,127.75
1995,4,24,31.3,23.76,27.08,86.44,2.67,1.55,0.91,124.94
1995,4,25,32.36,24.67,27.27,89.62,8.97,1.11,0.15,149.75
1995,4,26,29.72,23.94,26.51,89.44,5.18,1.32,0.71,59.12
1995,4,27,31.74,23.65,27.19,86.31,3.05,1.77,0.52,91.44
1995,4,28,31.29,24.26,26.98,87.62,0.51,1.56,1,74.88
1995,4,29,32.07,23.73,27.37,86.12,17.03,1.41,0.73,57.5
1995,4,30,31.48,23.91,27.07,87.25,9.67,1.7,0.55,58.75
1995,5,1,32.52,23.7,27.64,84.25,2.53,1.38,0.67,95.75
1995,5,2,30.8,24.04,26.92,89.25,17.97,1.59,0.98,58.75
1995,5,3,32.41,24.12,27.28,87.38,16.31,1.43,0.59,73.75
1995,5,4,33.06,24.2,27.47,87.5,2.87,1.12,0.16,90.25
1995,5,5,31.59,23.45,26.79,86.94,2.35,2,0.98,64.38
1995,5,6,31.4,23.21,26.65,85.25,0.43,2.48,1.05,47
1995,5,7,31.38,23.58,26.9,89.12,11.04,2.11,1.16,62.69
1995,5,8,32.49,24.49,27.63,87.12,13.04,1.22,0.06,87.5
1995,5,9,33.29,24.53,28.06,85.5,39.19,1.24,0.15,112.88
1995,5,10,29.36,24.69,26.34,90.44,15.48,2.44,0.67,222.06
1995,5,11,30.18,23.69,26.44,86.75,1.1,1.41,0.69,179.94
1995,5,12,30.33,23.62,26.44,89.06,0.42,1.75,0.9,167.06
1995,5,13,30.78,24.05,26.86,88.94,0.73,2,1.02,163.44
1995,5,14,30.05,24.48,26.63,89.88,0.08,1.95,1.11,155.5
1995,5,15,31.55,23.76,27.29,86.19,0,1.86,1.05,144.31
1995,5,16,29.71,24.65,26.92,87.5,2.46,1.6,0.17,136.25
1995,5,17,31.21,24.48,27.5,83.81,0.27,1.38,0.72,160.5
1995,5,18,29.82,24.51,27.12,86.5,10.21,1.34,0.66,150.44
1995,5,19,36.19,24.68,28.84,75.88,2.93,1.27,0.36,167.5
1995,5,20,33.34,24.04,27.57,82.38,2.46,0.98,0.22,228.5
1995,5,21,33.24,23.81,27.99,77.88,0.65,1.35,0.11,260.44
1995,5,22,30.63,24.88,27.12,83.62,0.05,1.34,0.64,193
1995,5,23,29.05,24.06,26.23,89.38,4.52,1.7,0.95,192.94
1995,5,24,30.01,23.78,26.34,85.44,1.08,1.46,0.97,181.81
1995,5,25,30.44,23.77,26.49,86.38,7.13,1.53,0.88,155.25
1995,5,26,29.75,23.98,26.48,87.69,1.19,1.51,0.67,167.69
1995,5,27,29.16,24.31,26.16,91.5,17.69,1.82,0.88,165.88
1995,5,28,29.9,24.15,26.63,87.94,6.82,1.41,0.89,191.69
1995,5,29,29.87,24.25,26.62,86.31,0.05,1.35,0.83,191.81
1995,5,30,31.04,24.23,26.94,85.44,1.97,1.35,0.26,129.19
1995,5,31,33.67,23.51,27.79,82.81,1.16,1.21,0.22,135
1995,6,1,30.23,24.5,26.96,88.25,0.78,1.23,0.86,174.62
1995,6,2,30.59,24.23,26.98,88.19,2.25,1.66,0.93,149.81
1995,6,3,31.1,24.33,27.55,85.25,5.05,2.15,0.42,137.56
1995,6,4,32.53,24.58,27.49,89.25,48.17,1.84,0.47,134.62
1995,6,5,31.61,24.23,27.34,84.12,12.65,1.33,0.92,210.5
1995,6,6,30.12,24.51,26.75,88.5,0.12,1.52,0.95,149.44
1995,6,7,31.58,24.05,27.23,86.69,1.81,1.32,0.97,160.31
1995,6,8,30.51,24.5,27.02,88.62,0.97,1.47,1,139.75
1995,6,9,30.58,24.76,27.14,89.25,0.78,1.44,1.02,129.75
1995,6,10,30.42,24.81,27.01,89.19,2.27,1.4,0.97,154.94
1995,6,11,31.05,24.86,27.23,87.25,0.55,1.24,0.51,143.12
1995,6,12,30.2,24.37,26.73,91,2.75,1.3,0.93,133.19
1995,6,13,30.62,24.74,27.22,89.88,2.79,1.3,0.88,123.5
1995,6,14,31.14,25.3,27.68,86.12,15.23,1.19,0.76,164.25
1995,6,15,29.5,24.56,26.68,87.81,4.54,1.8,0.82,209.94
1995,6,16,31.29,24.17,27.2,84.19,0.09,1.4,0.95,159.44
1995,6,17,29.44,24.41,26.66,89.56,1.24,1.49,0.91,193.12
1995,6,18,29.07,24.41,26.36,90.38,2.93,1.7,0.98,205.81
1995,6,19,30.73,24.23,27.04,84.88,0.51,1.49,0.21,177.81
1995,6,20,29.04,24.37,26.15,91,4.91,1.38,0.97,162.06
1995,6,21,32.82,23.82,27.98,75.25,0.86,1.25,0.29,227.69
1995,6,22,33.37,25.37,28.24,77.44,0.89,1.19,0.3,184.94
1995,6,23,31.83,24.67,27.72,79,0.39,1.46,0.38,221.31
1995,6,24,30.14,24.3,26.64,87.94,0.07,1.41,1.08,177.44
1995,6,25,29.64,23.92,26.28,87.94,3.65,1.46,1.03,171.25
1995,6,26,32.99,23.5,27.33,82.25,5.98,1.34,0.8,167.94
1995,6,27,34.07,25.05,27.74,82.81,17.86,1.48,0.29,190
1995,6,28,28.12,24.23,25.82,92.12,11.21,1.57,0.82,223.56
1995,6,29,31.11,23.8,26.94,85.38,0.4,1.38,0.92,225.31
1995,6,30,29.92,24.17,26.49,88.56,0.14,1.3,0.72,166.62
1995,7,1,28.7,24.15,25.91,92.44,13.95,1.91,0.85,189.69
1995,7,2,29.3,23.76,25.69,89.88,8.52,1.71,1.1,176.06
1995,7,3,28.91,23.14,25.62,90.62,11.94,1.84,1.09,151.44
1995,7,4,29.61,23.71,25.86,90.75,33.29,1.78,0.98,175.69
1995,7,5,28.53,23.21,25.83,84.81,7.54,1.73,0.77,217.19
1995,7,6,31.16,24.47,26.99,80.12,3.7,1.58,0.67,208.81
1995,7,7,30.2,24.51,26.83,84.06,2.52,1.54,0.71,189.81
1995,7,8,30.13,23.92,26.65,86.94,0.77,1.52,1.02,156.31
1995,7,9,27.81,24.01,25.62,93.94,32.43,1.96,0.84,169.88
1995,7,10,28.37,23.64,25.51,89.94,5.87,1.62,0.98,162.81
1995,7,11,28.17,23.19,25.56,88,0.09,2.17,0.71,141.69
1995,7,12,28.75,23.18,25.71,89.94,0.9,1.68,0.95,150.44
1995,7,13,30.32,23.26,26.21,88.69,0.15,1.79,1.14,156.44
1995,7,14,30.2,23.91,26.21,89,3.45,2.14,1.09,157.81
1995,7,15,29.44,23.5,25.77,86.31,2.85,2.14,1.04,193.69
1995,7,16,30.51,23.51,26.3,84.19,0.1,1.8,0.64,158.5
1995,7,17,29.08,23.5,25.95,90.62,1.05,1.47,0.89,161.06
1995,7,18,32.06,23.12,26.37,87.19,59.76,1.21,0.65,159.88
1995,7,19,30.44,22.58,26.05,84.19,4.67,1.72,0.84,161.62
1995,7,20,29.56,22.39,25.55,87.5,0.01,1.88,1.12,140.94
1995,7,21,30.09,23.23,26.05,87.06,0,1.43,1.07,149.06
1995,7,22,29.87,23.32,26.06,88.56,0.1,1.54,0.91,149.06
1995,7,23,28.64,23.58,25.8,92.38,41.36,1.4,0.99,157
1995,7,24,28.28,23.48,25.4,90.44,10.48,1.55,0.89,190
1995,7,25,31.08,23.08,26.33,83.56,0.16,1.56,0.81,171.75
1995,7,26,28.95,23.14,25.5,89.81,6.71,1.78,1.02,150
1995,7,27,29.04,23.33,25.53,90.69,13.98,2.19,1.03,164
1995,7,28,29.26,23.29,25.76,89.06,0.13,1.99,0.98,163.25
1995,7,29,29.19,23.13,25.79,89.25,0.92,2.16,1.02,157.06
1995,7,30,30.19,22.7,26.06,87,0.69,2.93,1.12,146.12
1995,7,31,30.53,23.51,26.3,85.88,0.14,2.12,1.12,149.5
1995,8,1,28.58,23.51,25.43,91.19,2.68,1.61,1.02,151.25
1995,8,2,28.43,22.99,25.12,91.12,6.94,1.66,0.9,151.19
1995,8,3,33.33,23.32,27.17,83.19,2,1.34,0.04,149.25
1995,8,4,30.2,23.41,26.2,86.81,6.6,1.27,0.83,168.81
1995,8,5,29.6,23.67,25.89,89.94,4.88,1.68,0.97,157.31
1995,8,6,29.12,23.4,25.73,89.94,18.66,1.82,1.02,164.5
1995,8,7,29.3,23.45,26.05,85.88,11.87,1.53,0.62,194.88
1995,8,8,32.43,23.34,27.3,79.81,9.87,1.2,0.09,210.94
1995,8,9,31.37,22.93,27.21,78.12,2.57,1.06,0.07,125.25
1995,8,10,29.57,24.08,26.2,89.25,13.63,2.02,0.91,157.62
1995,8,11,28.5,23.75,25.6,90.38,11.16,1.63,0.55,165.69
1995,8,12,29.87,23.17,26.07,86.5,2.49,1.95,0.91,141.06
1995,8,13,30.2,23.19,26.08,89.06,3.64,2.06,1.01,137.5
1995,8,14,29.09,23.5,25.73,90.56,4.92,1.63,0.99,137
1995,8,15,29.26,23.65,25.92,88.62,6.36,1.43,0.59,137.19
1995,8,16,28.69,23.51,25.71,89.31,2.38,1.81,0.66,148
1995,8,17,30.44,23.49,26.36,87.62,3.15,1.71,0.82,157.69
1995,8,18,30.52,23.81,26.48,88.94,3.85,1.51,0.94,150.94
1995,8,19,30.26,23.94,26.36,89.38,5.7,1.49,1,153.81
1995,8,20,28.6,23.78,25.9,90.25,31.49,1.92,1,194.06
1995,8,21,28,23.93,25.54,91.88,17.63,2.01,0.84,181.75
1995,8,22,28.8,23.5,25.73,92.06,4.19,1.92,0.96,145.75
1995,8,23,30.76,23.8,26.64,88.81,1.02,1.85,1.08,153.62
1995,8,24,29.62,23.41,26.16,89.12,0.55,2.5,1.08,139.31
1995,8,25,27.91,24.01,25.58,93.75,50.9,1.87,0.77,154.81
1995,8,26,28.37,23.73,25.63,93.31,40.15,2.12,0.89,155.38
1995,8,27,30.29,23.73,26.15,88.75,14.96,1.99,1.16,138
1995,8,28,31.16,22.78,26.57,87.25,7.53,2.31,1.08,154.12
1995,8,29,29.88,23.58,25.87,88,4.75,2.88,1.13,164.88
1995,8,30,31.12,22.8,26.42,86.5,0.29,1.85,1.16,161.56
1995,8,31,28.19,23.94,25.72,91.88,12.84,2.03,0.95,173.38
1995,9,1,29.91,23.58,26.12,88.25,8.36,1.28,0.55,169.31
1995,9,2,30.4,23.66,26.94,82.88,0.05,1.25,0.63,186.88
1995,9,3,31.79,25.05,27.3,82.19,42.22,1.54,0.45,210.31
1995,9,4,29.15,24,26.21,88.38,15.46,1.95,1.06,182.62
1995,9,5,28.72,23.86,25.91,90.31,16.56,1.79,1.05,200.25
1995,9,6,28.33,23.62,25.5,90.38,7.5,2.04,1.04,191.56
1995,9,7,29.01,23.54,25.92,87.25,0.75,1.73,0.77,196.44
1995,9,8,29.29,23.48,25.79,86.62,0.45,2.19,0.9,200.94
1995,9,9,29.59,22.87,25.56,89.44,2.22,1.84,0.79,154.81
1995,9,10,29.98,23.3,26.19,86.38,4.74,1.73,0.55,192.12
1995,9,11,30.05,23.98,26.18,87.44,16.91,2.18,0.54,173.38
1995,9,12,29.12,23.3,25.87,89.19,1.01,2.39,1.03,172.94
1995,9,13,29.82,23.5,26.01,89.31,0.98,1.99,0.89,156.5
1995,9,14,28.87,23.69,25.83,89.56,23.01,1.98,1.06,179.31
1995,9,15,28.34,23.71,25.62,91.56,15.35,2.28,0.92,160.81
1995,9,16,29.65,23.39,26.2,87.69,0.21,1.96,1.15,151.88
1995,9,17,30.55,23.33,26.69,86.06,18.41,2.14,0.44,151.56
1995,9,18,27.59,23.46,25.18,90.88,15.64,1.53,0.4,260.06
1995,9,19,29.66,22.75,25.78,88.25,1.04,2.17,1.18,204
1995,9,20,28.57,23.65,25.59,91.25,1.66,2.48,1.02,177.19
1995,9,21,29.87,23.48,26.48,85.38,1.42,1.23,0.83,151.19
1995,9,22,32.35,24.22,27.37,83.69,9.72,1.11,0.05,163.56
1995,9,23,30.81,23.59,26.75,85.62,1.49,1.43,0.34,273.56
1995,9,24,29.95,23.55,26.5,86.19,0.49,1.22,0.51,231.88
1995,9,25,29.83,24.31,26.68,84.19,0.22,1.02,0.2,226.19
1995,9,26,31.92,22.58,26.9,84.56,40.32,1.4,0.23,73.94
1995,9,27,35.95,24.23,28.36,83.31,33,0.91,0.17,158.81
1995,9,28,32.96,24.12,27.57,83.62,46.84,1.41,0.27,208.88
1995,9,29,29.18,23.75,25.9,90.31,12.5,2.35,1.02,230.19
1995,9,30,30.33,23.57,26.44,87.56,3.56,2.36,1.04,236.88
1995,10,1,30.3,24.01,26.73,84.75,2.53,1.86,1.15,213.62
1995,10,2,30.37,24.23,26.67,86.25,0.15,1.73,1.1,173.81
1995,10,3,29.25,24.01,26.11,91.31,1.02,1.92,0.84,152.75
1995,10,4,29.08,23.58,25.94,90.31,7.8,1.67,1.05,160.94
1995,10,5,29.51,23.59,26.09,90.88,9.29,1.75,0.99,155.69
1995,10,6,28.65,23.66,25.69,89.06,2.69,1.81,0.91,138.31
1995,10,7,28.87,23.77,25.65,90,0.76,1.46,0.33,136.69
1995,10,8,31.52,22.8,26.8,84.25,5.87,1.59,0.26,256.19
1995,10,9,30.49,23.62,26.48,87.06,2.23,1.72,0.88,273.94
1995,10,10,29.58,23.49,26.05,89.81,1,1.78,1.07,258.44
1995,10,11,28.9,23.63,25.8,88.62,0.56,1.48,1.03,235.38
1995,10,12,30.16,23.31,26.36,85.5,0.9,1.32,0.13,221.12
1995,10,13,30.69,22.85,26.46,84,1.4,1.31,0.21,249.69
1995,10,14,29.69,23.52,26.46,85.69,8.23,1.34,0.77,231
1995,10,15,30.65,24.1,27.23,83.19,14.47,1.3,0.69,251.5
1995,10,16,29.73,23.94,26.52,88.25,4.58,1.65,0.81,275.38
1995,10,17,30.34,23.94,26.5,87.75,2.28,1.38,0.95,74.25
1995,10,18,31.43,23.26,26.67,86.69,0.17,1.28,0.57,121.5
1995,10,19,32.16,23.9,27.4,84.38,4.97,1.21,0.09,194.62
1995,10,20,31.27,23.55,26.81,84,18.38,1.39,0.48,269
1995,10,21,30.61,23.78,26.58,85,14.22,1.88,0.17,272.44
1995,10,22,28.74,23.56,25.83,89.25,0.78,1.05,0.35,184.94
1995,10,23,29.04,23.73,26.08,90.5,11.88,2.17,0.27,268.81
1995,10,24,28.05,23.83,25.69,92.56,9.79,1.53,0.82,283.38
1995,10,25,30.12,23.49,26.44,88.12,1.28,1.54,0.63,279.75
1995,10,26,30.83,23.55,26.63,88.88,0.49,1.77,0.84,297.62
1995,10,27,29.23,24.33,26.4,91.38,2.88,1.95,0.27,265.38
1995,10,28,30.14,23.87,26.44,88.44,1.02,1.38,0.55,285.94
1995,10,29,30.21,23.86,26.58,88.75,3.23,1.05,0.13,125.88
1995,10,30,29.12,23.94,26.19,91.5,2.12,1.59,0.21,228.44
1995,10,31,30.24,24.02,26.6,89.75,10.52,1.91,0.24,287.31
1995,11,1,28.3,24.19,25.8,93.06,5.35,2.7,0.23,267.31
1995,11,2,33.11,23.27,26.69,87.25,28.73,1.91,0.59,252.94
1995,11,3,31.58,23.77,27.34,84.56,27.59,1.54,0.53,198.25
1995,11,4,30.2,24.26,27.12,85.19,32.71,1.28,0.86,182.44
1995,11,5,27.62,24.24,25.91,87.75,20.5,1.68,0.12,179.88
1995,11,6,29.89,24.27,26.4,84.38,6.25,1.92,0.04,186.75
1995,11,7,32.62,23.83,28,77.94,1.02,1.1,0.02,203.06
1995,11,8,31.38,23.24,26.92,83.62,9.19,1.56,0.48,56.81
1995,11,9,30.64,23.33,26.69,85.75,39.48,1.38,0.17,148.75
1995,11,10,29.99,23.15,26.14,88.75,7.3,1.12,0.55,295.56
1995,11,11,31.13,23.84,26.61,86.81,2.89,1.28,0.1,203.44
1995,11,12,30.22,24.28,26.66,86.56,0.72,1.56,0.27,150.75
1995,11,13,31.08,24.05,26.81,86.19,1.88,1.48,0.43,171.56
1995,11,14,31.37,23.33,26.8,86.25,2.44,1.32,0.37,28.25
1995,11,15,29.31,23.65,26.07,90.06,6.87,2.11,0.77,73.25
1995,11,16,28.87,23.24,25.61,92.31,17.1,1.95,0.91,93.5
1995,11,17,28.12,23.39,25.55,91.88,32.55,1.27,0.21,29.94
1995,11,18,30.29,23.19,26.17,89.25,18.02,1.33,0.19,161.12
1995,11,19,30.25,23.86,26.15,89,6.11,1.29,0.44,255.81
1995,11,20,30.63,22.9,26.38,86.44,1.76,1.2,0.53,146.88
1995,11,21,33.19,23.64,27.38,85.94,4.03,1.11,0.52,114.56
1995,11,22,27.69,23.88,25.55,88.19,2.03,1.48,0.78,181.5
1995,11,23,29.73,22.55,25.94,86,1.96,2.05,0.72,309.06
1995,11,24,26.83,23.57,24.86,94.19,4.31,2.03,0.31,272.19
1995,11,25,27.86,22.89,25.09,90.69,3.41,1.52,0.69,278.81
1995,11,26,26.22,22.74,24.29,92.25,3.4,1.31,0.68,314.19
1995,11,27,28.26,23.3,25.33,89.94,12.41,1.42,0.86,297.88
1995,11,28,28.05,23.53,25.38,92.81,10.04,1.73,1.03,277.81
1995,11,29,27.71,23.62,25.18,93.06,10.61,2.06,0.94,264.88
1995,11,30,29.12,23.17,25.49,92.12,2.15,1.92,1.16,282.44
1995,12,1,28.12,23.7,25.52,93.19,3.33,2.16,1.2,270.19
1995,12,2,27.31,23.27,24.95,94.06,14.67,2.82,1.27,281.62
1995,12,3,27.83,23.02,25.08,92,22.5,2.61,0.81,228.44
1995,12,4,25.79,22.73,24.05,96.69,20.53,1.91,0.93,322.5
1995,12,5,26.3,22.33,23.92,92.81,2.63,1.93,0.79,239.25
1995,12,6,28.33,21.89,24.52,89.5,0.32,2.5,1.32,28.31
1995,12,7,28.9,21.6,24.7,88.44,2.19,2.55,0.99,31.94
1995,12,8,29.08,22.18,24.98,87.81,1.02,1.88,0.38,103.62
1995,12,9,28.85,21.98,24.79,86.44,1.76,1.61,0.09,186.31
1995,12,10,29.65,21.91,25.07,86.56,0.88,1.93,0.66,33
1995,12,11,30.47,22.23,25.49,86.44,0.03,1.98,0.45,34.75
1995,12,12,28.9,22.59,25.46,85,2.91,1.88,0.6,139.25
1995,12,13,30.64,22.45,25.95,85.62,1.8,1.79,0.3,211.56
1995,12,14,28.18,23.83,25.61,90.56,1.84,1.2,0.1,277.44
1995,12,15,29.58,23.3,26.15,85.19,1.52,1.29,0.56,248
1995,12,16,30.83,22.58,26.19,85.88,0.29,1.55,0.33,102.81
1995,12,17,28.05,23.13,25.13,90.06,0.12,1.95,0.59,21.88
1995,12,18,31.18,22.21,26.1,84.69,0.89,1.42,0.54,143.44
1995,12,19,29.48,23,25.76,89.69,1.55,1.61,0.19,182.25
1995,12,20,31.07,22.71,26.52,84.38,13.59,1.45,0.14,95.5
1995,12,21,30.03,22.85,25.71,88.69,35.96,2.35,0.36,60.94
1995,12,22,29.08,22.69,25.29,91.25,69.13,2.05,0.94,23.56
1995,12,23,29.37,22.23,25.07,89.75,23.18,2.68,1.16,112.44
1995,12,24,27.98,22.12,24.48,92.38,5.76,2.54,1.24,39.81
1995,12,25,28.3,22.48,24.8,91.19,1.92,2.59,1.28,37.06
1995,12,26,28.78,22.33,25.24,89.81,18.82,2.33,0.96,35.31
1995,12,27,28.82,22.56,25.05,91.38,16.1,2.15,1.07,125.25
1995,12,28,27.42,22.58,24.51,93.38,8.39,2.57,1.3,125.88
1995,12,29,28.69,22.48,24.66,90.44,2.57,3.18,1.38,42.19
1995,12,30,28.08,21.62,23.97,89.62,1.61,2.77,1.52,43.69
1995,12,31,27.99,20.66,23.45,87.56,0.31,3.32,1.61,46.62
1996,1,1,27.62,19.97,23,85.69,0.16,3.12,1.67,42.06
1996,1,2,28.19,18.7,22.98,85.06,0.01,2.91,1.42,38.69
1996,1,3,28.01,18.76,22.72,84.62,0.03,2.82,1.58,37.12
1996,1,4,28.6,18.59,23.01,84.25,0.01,2.74,1.38,33.94
1996,1,5,28.84,19.13,23.52,85.62,0.01,2.44,1.12,38.62
1996,1,6,29.23,20.61,24.45,86.44,0.02,2.49,1.34,43.94
1996,1,7,29.44,21.16,24.57,87.06,2.46,2.36,1.5,38.75
1996,1,8,29.37,21.42,24.51,89.31,3.32,2.39,1.46,35.62
1996,1,9,29.47,21.55,24.62,89.5,11.43,2.63,1.34,40
1996,1,10,29.45,21.67,24.63,89.44,12.95,2.73,1.39,38.12
1996,1,11,29.85,22.03,25.08,88.56,4.95,2.77,1.14,48.44
1996,1,12,29.69,21.95,24.91,88.12,2.87,2.52,1.47,48.88
1996,1,13,29.7,21.13,24.62,86.69,0.12,2.67,1.41,44.81
1996,1,14,29.98,20.34,24.51,85.25,0,2.48,1.38,45.5
1996,1,15,29.4,20.19,24.05,83.62,0,2.45,1.41,44.69
1996,1,16,27.64,20.1,23.37,85.38,0,2.55,1.21,44.56
1996,1,17,27.81,20.16,23.51,86.94,1.88,2.34,1.08,35.06
1996,1,18,28.01,19.98,23.42,86.06,0.11,1.64,0.95,37.25
1996,1,19,30,20,24.77,85.19,0.93,1.94,0.59,67.69
1996,1,20,30.55,21.83,25.36,85.56,1.3,2.04,0.65,37.94
1996,1,21,30.14,22.23,25.4,86.81,2.62,1.7,0.12,136.69
1996,1,22,27.59,22.21,24.51,88.44,2.33,1.65,0.62,50.94
1996,1,23,29.26,21.6,25.04,87.75,2.42,1.4,0.24,30.06
1996,1,24,30.52,22.5,25.65,87.25,1.09,1.38,0.16,74.25
1996,1,25,29.18,22.9,25.44,86.69,2.18,1.56,0.25,149.44
1996,1,26,30.65,22.31,25.89,85.19,3.85,1.91,0.15,78.62
1996,1,27,28.9,22.8,25.19,88.06,0.73,1.88,1.04,29.62
1996,1,28,28.94,22.25,24.83,90,3.07,2.42,1.16,38.75
1996,1,29,28.99,22.53,24.82,91.19,14.29,2.67,1.2,40.88
